,name,averageRating
8061,Mountain Girl x Grape Ape,4.5
8063,Purple Cookie Dough,4.5
7752,Wizard Fuel,4.5
3693,Purple Kryptonite,4.5
295,Bubble Mints,4.5
7833,Pie Hole,4.5
7337,Big Lemon,4.5
777,Daphne,4.5
4163,Mando,4.5
4190,Jolt,4.5
4201,Jawa Kush,4.5
7842,Made Of Honor,4.5
6233,Chem Chillz,4.5
6235,Jade Noir,4.5
5774,Galactic Punch,4.5
8080,Lemon Hash,4.5
3709,Sour Pink Grapefruit,4.5
3741,Blue Spring Cookies,4.5
1042,Gak Lemon,4.5
4522,Izozki,4.5
4525,Bompton Berries,4.5
2884,Rocky Mountain Blueberry,4.5
2897,Cherry Punch,4.5
5469,Space Monster,4.5
7816,Disco Glitter,4.5
7783,Violet Delight,4.5
2922,Orange Slushie,4.5
7757,Berry Punch,4.5
7768,Blackberry Runtz Cake,4.5
7782,Devil Cookies,4.5
5002,Bluegrass,4.5
5004,Lunar Widow,4.5
7738,White Sumo,4.5
4211,Dragon Lady,4.5
5916,Watermelon Star Burst,4.5
3028,Sweet Skunk,4.5
3037,Dream Berry,4.5
1671,Guava Cake,4.5
1599,Cosmic Charlie,4.5
772,Nikiski,4.5
796,Jungle Apple,4.5
2227,In Da Couch,4.5
6424,Bangi Haze,4.5
7809,First Light,4.5
7243,Sherb Face,4.5
256,D Star,4.5
1693,Gluestick,4.5
5900,Lady Zaza,4.5
7251,Queen Of The South,4.5
4218,Cabbage Patch,4.5
5901,Dante's Inferno,4.5
4233,Strawberry Durban Diesel,4.5
8081,Buddha OG Kush,4.5
5904,Greasy Pink,4.5
260,Banana Animal Mints,4.5
261,Lemon Tart,4.5
3515,Mama Mia,4.5
1380,Washing Machine,4.5
1382,Crenshaw Melon,4.5
7184,Facemelt OG,4.5
838,Lemon Granita,4.5
3467,Gary Poppins,4.5
3471,Doppelganger,4.5
233,Giesel Cookies,4.5
8115,California Limes,4.5
3147,Thailato,4.5
132,Mountain Temple,4.5
8258,PPD,4.5
163,Stracciatella,4.5
3381,Flo Walker,4.5
3386,Cinderella Jack,4.5
8263,Cannaloupe Haze,4.5
2226,Devil,4.5
2598,Dognanaz,4.5
2606,Triangle Sherbert,4.5
849,OG Cheesecake,4.5
7730,Bubba Diesel,4.5
856,Blueberry Pineapple,4.5
859,Yogi Diesel,4.5
7734,Alien Apple Warp,4.5
865,Strawpicanna,4.5
7158,Cinnamon Milk,4.5
7160,Alien Fruit,4.5
1951,Bundt Cake,4.5
5302,Grouch,4.5
5306,Stairway to Heaven,4.5
6623,Purple Berry Skunk,4.5
4998,Jack Burton,4.5
4999,Head Cake,4.5
6625,Snow Dream,4.5
1720,Clementine’s Terpentine,4.5
1721,Hot Mints,4.5
8235,Cookies and Cream Cheese,4.5
171,Jack 47,4.5
6395,Chem DD,4.5
1158,Bubble Berry,4.5
2201,Biscotti Sundae,4.5
6868,Sour Melon,4.5
4486,Sweet Pea,4.5
4488,Laughing Elephant,4.5
6884,Orangutang,4.5
6416,Budzilla,4.5
247,Bubblegum Cookies,4.5
3266,DG Cookies,4.5
3485,Critical Purple Kush,4.5
4978,Donkey Kong,4.5
4979,Deep Purple Punch,4.5
5607,Yuck Mouth,4.5
2145,Thai Fantasy,4.5
872,Huckleberries,4.5
873,White Sour,4.5
7161,Sunset Mints,4.5
7167,Nerds,4.5
7174,Pineapple Muffin,4.5
2587,Twisted Terpz,4.5
3276,Wicked Lime,4.5
4279,Siberian Peach Cake,4.5
5425,Dirty Thirty,4.5
5426,Green Python,4.5
4687,Fog Jam,4.5
5429,Grape Gobstopper Kush,4.5
6616,Zoot,4.5
6300,Citral Flo,4.5
4949,Sin Valley OG,4.5
6890,Pineapple Twist,4.5
1000,Oil Tanker,4.5
1311,Manitoba Poison,4.5
8271,XXX OG,4.5
6620,Blueberry Cough,4.5
1875,Gelato Wedding Cake,4.5
5444,Ogre Breath,4.5
5457,Chisel,4.5
5462,Cherry Burger,4.5
5712,Doox,4.5
5713,Island Girl,4.5
5884,Truffle Sundae,4.5
6276,Rope Fuel,4.5
1574,Lip Smacker,4.5
1369,Cougar Milk,4.5
7092,Pirate Radio,4.5
505,Quiver Killer Kush,4.5
2555,Apres,4.5
515,Face Off Bx2,4.5
4325,Amnesia White,4.5
4291,California Black Roze,4.5
2564,Sour Apple Biscotti,4.5
7717,Pebble Wreck,4.5
881,Chem Z,4.5
898,Oreo Runtz,4.5
4313,Divinity 35,4.5
4319,Hawaii 5-0,4.5
7718,White Mimosa,4.5
7121,Serious Kush,4.5
1303,Berry Papaya,4.5
5925,Love Boat,4.5
2498,Gelato Mimosa,4.5
5252,Caramel Ice,4.5
884,Jungle Dream,4.5
4333,Cosmic Karma,4.5
5259,Dream Walker,4.5
8182,Headband Cookies Bx1,4.5
8185,Kritikal-K,4.5
8144,Zuyaqui,4.5
3451,5G,4.5
5268,99 Problems,4.5
520,Dutch Cake,4.5
3832,Monkey Tape,4.5
3842,Supa Don,4.5
6302,Pineapple Royal,4.5
7091,Easton's Cut,4.5
7061,Platinum Pink,4.5
7062,Quick One,4.5
5981,Carmel Cough,4.5
4349,Skunk Shocker,4.5
4357,Earthquake,4.5
7070,Turbo Space Cake,4.5
5984,Banana Foster,4.5
5989,Tangcicle,4.5
3397,Black Scotti,4.5
1233,Bomb Cyclone,4.5
4904,Blue Ocean,4.5
4763,Diamond Punch,4.5
4764,T. Sage,4.5
6383,Whipped Cream,4.5
1302,Eye Candy,4.5
5729,Punto Rojo (Tierra Adentro),4.5
1700,God's Bubba,4.5
1702,Awesome Orange,4.5
6939,Paradiso,4.5
2302,PVC OG,4.5
4442,Berry Jane,4.5
4682,Gibsonburg Glue,4.5
6952,Froot by the Foot,4.5
6963,Wild Berry Kush,4.5
173,BOG Bubble,4.5
3390,Citridelic Sunset,4.5
3130,Jet Puft,4.5
8211,Hot Cakes,4.5
3135,Napali Pink,4.5
8157,Gaswerx,4.5
1511,Pinot Green,4.5
6340,Anti Corona,4.5
4929,Cream Puff,4.5
2173,Atlantic Sunrise,4.5
7028,Sour Mamba,4.5
2516,Sherbnado,4.5
6320,Gas Breath,4.5
6321,Star Berry Indica,4.5
3873,Dream Weaver #3,4.5
4944,Nightmare Kush,4.5
920,Deep Sleep,4.5
4373,Bull Fighter,4.5
4377,91 Octane,4.5
4378,Cleo,4.5
4380,Alien Candy,4.5
8360,Lemon Dream Cake,4.5
1750,Purple Pound Cake,4.5
4787,Pineapple Mintz,4.5
7040,Gizmo,4.5
940,D95,4.5
6505,Monkey Berries,4.5
6511,Tropaya Pie,4.5
6521,Ice Wine,4.5
8231,Frosted Lemons,4.5
8190,Dinachem,4.5
202,Skydog,4.5
4672,Sour Gas,4.5
204,One Love,4.5
3420,Crooked River Blues,4.5
1708,Tropical Popsicle,4.5
8165,Grape Tahoe OG,4.5
7053,Le Silver Royale,4.5
1338,Tropical Sherbert #71,4.5
4430,Electric Punch,4.5
4431,Oregon Bus Pass,4.5
2365,Durban Biscotti,4.5
939,Passion Punch,4.5
6353,Sunny MAC,4.5
1137,Golden Grapes,4.5
6367,Big League Bubba,4.5
2186,Brain OG,4.5
4916,Jilly Dawg,4.5
1327,Unicorn Cookies,4.5
5241,GMO Rootbeer,4.5
954,Cafe Racer,4.5
2501,Big Bazooka,4.5
2503,Aurora Kush,4.5
2505,Pellezino,4.5
4390,Capleton,4.5
3740,Bubblegum Cake,4.5
1196,Angus,4.5
7699,Black Banana Cookies,4.5
4739,M4,4.5
1201,Bernie HanaButter,4.5
5597,Sugar Daddy,4.5
3429,Buckeye Purple,4.5
1728,Sweets,4.5
2976,LGBT,4.5
7025,Butters #4,4.5
6998,Vellatello,4.5
4417,Gondola Wish,4.5
4419,Strainbow,4.5
4420,Neverland,4.5
4421,White Ice,4.5
5556,Bermuda Sour,4.5
1189,Orange Fuel,4.5
3673,Obama's Purple Cookies,4.5
1801,Ortega,4.5
5572,Space Wrangler OG,4.5
5573,Lemon Mint OG,4.5
3237,Pink Monet,4.5
3244,Rosetta Stone,4.5
8440,Bedrock Boogie,4.5
3675,Lemonder,4.5
7869,Dirty Lemons,4.5
3681,Althea's Iron Thai,4.5
60,Bad Azz Kush,4.5
2933,Honeymoon Cake,4.5
8410,East Coast Brunch,4.5
8414,Garapples,4.5
18,Chewbacca,4.5
6301,White Fire OG,4.49907063197026
3862,Mango Haze,4.498630136986302
141,Birthday Cake,4.498281786941581
1003,Super Jack,4.497674418604651
6967,Purple Chemdawg,4.497560975609757
23,Death Star,4.496679946879151
3994,Banana Punch,4.496402877697841
1014,Strawberry Cheesecake,4.496376811594203
4085,Pure Michigan,4.495798319327731
3049,Tora Bora,4.495238095238095
6536,Cookie Dough,4.495049504950495
6349,Lemonberry,4.494949494949495
7388,Orange Diesel,4.494949494949495
3791,Mother of Berries,4.494117647058824
2006,Pink Panties,4.493827160493828
6085,MediHaze,4.493333333333333
4336,The Original Z,4.493055555555555
1556,Purple Alien OG,4.492753623188406
5166,Boss OG,4.492753623188406
7630,Chocolate Fondue,4.492753623188406
135,Blueberry Silvertip,4.492307692307692
7238,Zeta Sage,4.492307692307692
6634,Sunburn,4.492063492063492
6419,Kosher Kush,4.49160447761194
5184,Bugatti,4.491525423728814
7142,Jelly Rancher,4.491525423728814
3992,Orange Sherbert,4.491228070175438
1607,Black Lime,4.490909090909091
5298,Gorilla Breath,4.490566037735849
8054,Firewalker OG,4.490566037735849
3721,Strawberry Shortcake,4.490322580645161
4754,Monkey Paw,4.489795918367347
5680,Skunkberry,4.489795918367347
7593,Tillamook Strawberry,4.489795918367347
7656,Strawberry Banana,4.489768076398363
5779,Chili Verde,4.48936170212766
7795,Zombie OG,4.489130434782608
7974,GRiZ Kush,4.488888888888889
1950,Sour Willie,4.488888888888889
2728,Purple Headband,4.488372093023256
6867,Mochi Gelato,4.488372093023256
1347,Lemon Mints,4.488372093023256
4977,Gorilla Snacks,4.487804878048781
5459,Hawaiian Dream,4.487804878048781
6399,Hood Candy,4.487804878048781
6717,Acapulco Gold,4.487514863258026
1239,Sunshine Daydream,4.487394957983193
830,Push Pop,4.487179487179487
5304,Grape Runtz,4.487179487179487
4289,Jet Fuel Gelato,4.486772486772487
8254,Apple Pie,4.486486486486487
6809,Nebula 2,4.486486486486487
7350,French Cookies,4.486486486486487
7180,Astroboy,4.485714285714286
1487,Royal Wedding,4.485714285714286
595,Schrom,4.485714285714286
5752,Lemon Tree,4.485549132947977
3292,Hashplant Haze,4.484848484848484
400,Tropicana Banana,4.484848484848484
2188,Salmon River OG,4.484536082474227
7924,Tuna Kush,4.483870967741936
578,White Slipper,4.483870967741936
4679,Dutch Hawaiian,4.483606557377049
4802,Fire Alien Kush,4.483333333333333
7310,Banana Daddy,4.483333333333333
1766,Red Headed Stranger,4.483271375464684
7067,Glueball,4.482758620689655
7984,OG Cookies,4.482758620689655
6115,Sour Candy,4.482758620689655
963,Diesel Dough,4.482758620689655
4861,Dreamcatcher,4.482758620689655
1579,Buddha Tahoe,4.482456140350878
4337,Grandpa’s Stash,4.482352941176471
7015,Sweet Black Angel,4.482142857142857
2167,Palm Tree CBD,4.481481481481482
2711,Pinnacle,4.481481481481482
3609,Golden Lemon,4.480916030534351
7445,Pineapple Purps,4.48
5479,Chong Star,4.48
1945,Strawberry Satori,4.48
7347,Pink Lemonade,4.47926267281106
4750,Chaos Kush,4.479166666666667
5383,Berry Pie,4.479166666666667
7189,Confucius Kush,4.478260869565218
412,Obama Runtz,4.478260869565218
809,Bruce Banner #3,4.478005865102639
408,Space Bomb,4.477941176470588
631,White Tahoe Cookies,4.477777777777778
6856,Pie Crust,4.476190476190476
3651,Purple Diamond,4.476190476190476
7083,Cheetah Piss,4.476190476190476
3607,Hulkberry,4.476190476190476
5795,Lemongrass,4.476190476190476
2766,Black Betty,4.476190476190476
7306,Rainbow Belts,4.475524475524476
3363,Sunset Gelato,4.475
7544,Grease Gun,4.473684210526316
5684,Terpee Slerpee,4.473684210526316
8057,Margalope,4.473684210526316
1224,Ninja Fruit,4.473684210526316
5990,Watermelon Gelato,4.473684210526316
3347,Harmonia,4.473684210526316
3668,Mint Chocolate Chip,4.473214285714286
6581,Durban,4.472972972972973
5791,K-Train,4.472222222222222
4144,Dragon's Breath,4.472
3454,Locomotion,4.471428571428572
4572,Diamond OG,4.471264367816092
1516,Dr. Who,4.470941883767535
2178,Golden Ticket,4.47093023255814
6154,Sour Chem,4.470588235294118
7930,Sour Cherries,4.470588235294118
296,Quebec Gold,4.470588235294118
1085,Sour Punch,4.470588235294118
611,Guava Dawg,4.470588235294118
6838,Wizard Punch,4.470588235294118
7099,The Bling,4.470588235294118
3789,Critical Skunk,4.470588235294118
3267,Tropical Cookies,4.470588235294118
6291,Citrus Sap,4.47027027027027
7407,Golden Goat,4.470114170584285
2601,El Jefe,4.47008547008547
8483,Gooberry,4.469879518072289
6011,Blue Venom,4.469879518072289
6880,Mother's Milk,4.469387755102041
689,Alaska,4.469387755102041
3494,Donkey Butter,4.469230769230769
354,OG Strawberry,4.46875
2114,Tina,4.46875
6563,Mother Tongue,4.46875
8118,Key Lime Pie,4.468513853904282
6752,MK Ultra,4.468479604449938
5858,Double Tangie Banana,4.468253968253968
232,Death Star OG,4.467289719626168
3240,Skywalker OG,4.46693502012651
446,Charlotte's Web,4.466898954703833
8306,Y Life,4.466666666666667
3817,Xeno,4.466666666666667
1499,Honey Crisp,4.466666666666667
6747,Blue Sherbert,4.466666666666667
1665,Pina Colada,4.466666666666667
3978,White Papaya,4.466666666666667
4518,Lemon Cane,4.466666666666667
637,Mandarin TK,4.466666666666667
6614,Runtz Buttonz,4.466666666666667
3853,Cheetos,4.466666666666667
6647,Acid,4.466666666666667
1157,Colorado Bubba,4.466666666666667
6619,Chocolate Hashberry,4.466666666666667
6463,Bubba x Fire,4.466666666666667
5914,Black Roses,4.466666666666667
6080,Orange Sunset,4.466666666666667
7329,Blue Frost,4.466216216216216
1013,Jedi Kush,4.465116279069767
6298,Pennywise,4.464788732394366
3967,Harle-Tsu,4.464387464387465
7806,Northern Skunk,4.464285714285714
7690,Lemon Slush,4.464285714285714
7155,Jelly Roll,4.464285714285714
3324,Cannalope Kush,4.464285714285714
390,Chemdog #4 x Alien OG Kush,4.464285714285714
3065,Oreo Blizzy,4.463414634146342
6293,Oregon Diesel,4.461538461538462
1322,Holy Grail,4.461538461538462
1600,Mint Lemonade,4.461538461538462
4043,Crockett’s Haze,4.461538461538462
3597,Miss USA,4.461538461538462
350,Monkey Bread #1,4.461538461538462
7123,Royal Flush,4.461538461538462
2520,Dreamsicle,4.461538461538462
5446,Grape Drink,4.461538461538462
1816,Huckleberry Diesel,4.461538461538462
3248,Where's My Bike,4.461538461538462
2329,Wonder Woman,4.461538461538462
1398,Toxic,4.461538461538462
3639,Candy OG,4.461538461538462
7893,Wookie Girl,4.461538461538462
1479,Stevie Wonder,4.461538461538462
6773,Ultra Sonja,4.461538461538462
8398,Girl Crush,4.461538461538462
1451,Colorado Clementines,4.461538461538462
5677,TK43,4.461538461538462
385,ACDC,4.461077844311377
2890,Animal Mints,4.460829493087558
6888,White Fire Alien OG,4.46031746031746
8217,Platinum Huckleberry Cookies,4.46
3085,Mojito,4.46
5859,Purple Bubba,4.46
3546,Hawaiian Punch,4.459677419354839
896,GovernMint Oasis,4.45945945945946
223,Yeti OG,4.458333333333333
6455,Harlequin GDP,4.458333333333333
2245,Red Bullz,4.458333333333333
1241,Bodega Bubblegum,4.458333333333333
5564,CBD Shark,4.457943925233645
7311,Hong Kong,4.457627118644067
1706,Bahama Mama,4.457142857142857
5557,Blue Magoo,4.455847255369928
5711,RS11,4.455696202531645
1070,Medellin,4.455445544554455
4068,Lemon Alien Dawg,4.454545454545454
4633,Sweet Melon,4.454545454545454
2415,Pineapple Sorbet,4.454545454545454
6755,Bangarang,4.454545454545454
7315,Arise,4.454545454545454
3634,Permanent Paradize,4.454545454545454
8016,Magnum PI,4.454545454545454
8407,Durga Mata II,4.454545454545454
7994,Zurple Punch,4.454545454545454
666,Private Banana,4.454545454545454
3526,Vice City,4.454545454545454
4554,Purple Passion,4.454545454545454
7288,Honey Bee,4.454545454545454
4659,Valentine X,4.454545454545454
857,Fruitopia,4.454545454545454
7706,Dark Angel,4.454545454545454
1223,Macrib,4.454545454545454
4338,Pink Certz,4.454545454545454
242,Avi-Dekel,4.454545454545454
1377,Gummy Bunz,4.454545454545454
3113,Platinum Z,4.454545454545454
8443,North American Sativa,4.454545454545454
4705,Grenadine,4.454545454545454
2919,Tangie Dream,4.454545454545454
2844,Tickle Kush,4.454545454545454
3389,SFV OG Kush,4.454545454545454
1567,Corleone Kush,4.454545454545454
3083,Wingsuit,4.454545454545454
4470,Tiramisu,4.454545454545454
1858,AJ's Sour Diesel,4.454545454545454
1505,Tagalongz,4.454545454545454
5418,Hibiscus Sunrise,4.454545454545454
1387,3D CBD,4.454545454545454
1375,Big Mac,4.454545454545454
4327,Nectarine Lips,4.454545454545454
6019,Azazel,4.454545454545454
4974,Myakka Native,4.454545454545454
5701,Starduster,4.454545454545454
2997,Foul Mouth,4.454545454545454
847,Pineapple Tart,4.454545454545454
5764,Gemini,4.454545454545454
8230,Haze Heaven,4.454545454545454
4127,Bay 11,4.453703703703703
8090,Lemon G,4.452380952380953
6145,Venom OG,4.452307692307692
2012,Double Dream,4.452127659574468
4352,Rainbow Chip,4.452054794520548
7362,Northern Berry,4.452054794520548
211,Pine Tar,4.451612903225807
3178,Spirit of '76,4.451612903225807
4740,Cookies and Chem,4.451612903225807
3371,Royal Dwarf,4.45
2514,Black Truffle,4.45
6384,Lemon Sweet Skunk,4.45
3576,Apple Sundae,4.45
1923,Sexxpot,4.45
6125,Sapphire Scout,4.45
2977,Amnesia Lemon Haze,4.45
5624,Mind Flayer,4.45
4300,BC Big Bud,4.45
6741,Shipwreck,4.449612403100775
1351,Pink Kush,4.449397590361446
7386,Black Diamond,4.448347107438017
212,Zen,4.448275862068965
182,Birds of Paradise,4.447368421052632
3298,Papaya Punch,4.446808510638298
5688,Durban Poison,4.446475887652358
158,3D,4.446428571428571
1507,Tropic Thunder,4.445783132530121
214,The Black,4.445783132530121
948,Marionberry Kush,4.445652173913044
3632,White Cookies,4.445378151260504
1209,Hawaiian Cookies,4.444444444444445
1617,Lemon Triangle Kush,4.444444444444445
7786,Kushlato,4.444444444444445
2510,Goji OG,4.444444444444445
28,Xerxes,4.444444444444445
7255,Gupta Kush,4.444444444444445
1644,Dozizoz,4.444444444444445
7582,Apple Butter,4.444444444444445
5842,Paris XXX,4.444444444444445
6798,Petro Chem,4.444444444444445
332,Space Rocks,4.444444444444445
8279,Fire Cookies,4.444444444444445
6852,Berry Noir,4.444444444444445
3002,Lemon Venom,4.444444444444445
1461,Animal Star Cookies,4.444444444444445
3323,Dolce Gelato,4.444444444444445
4410,China Yunnan,4.444444444444445
722,Coka,4.444444444444445
2983,Blue Wolf,4.444444444444445
4069,Channel,4.444444444444445
1835,Crosswalker,4.444444444444445
1010,Maraschino,4.444444444444445
1760,Galactic Glue,4.444444444444445
1132,Franco's Lemon Cheese,4.444444444444445
4959,High Fructose Corn Syrup,4.444444444444445
5430,Sapphire OG,4.444444444444445
3870,Sour Peach,4.444444444444445
2106,Chemistry,4.444444444444445
7631,Key Lime Kush,4.444444444444445
2110,Orange Turbo,4.444444444444445
1477,Black Eyed Katy,4.444444444444445
8116,C13 Haze,4.444444444444445
914,Cake Breath,4.444444444444445
6927,Mega-Z,4.444444444444445
2168,Dreamer’s Glass,4.444444444444445
7733,Swiss Cheese,4.444444444444445
7736,GMO Sherbert,4.444444444444445
2732,Banana Runtz,4.443298969072165
2950,Tangie,4.443198804185351
8340,Alpha Blue,4.442622950819672
6817,Area 51,4.442622950819672
159,1024,4.442622950819672
5419,Headbanger,4.442622950819672
1055,Purple Monkey Balls,4.442477876106195
1735,Dutchberry,4.441860465116279
5392,Yoda OG,4.441734417344174
5908,Super Sour Diesel,4.441578148710167
4350,Jack Wreck,4.441176470588236
8329,Platinum Punch,4.441176470588236
2759,Liquid Butter,4.440677966101695
1657,Rainbow,4.440476190476191
4171,Mercury OG,4.44
868,Platinum Bubba Kush,4.439330543933054
7208,Lemon OG Haze,4.439024390243903
6409,Twisted Citrus,4.439024390243903
1948,Cactus Cooler,4.439024390243903
5541,Purple Sunset,4.438095238095238
8085,Citral Glue,4.438095238095238
693,Peanut Butter and Jelly,4.4375
2047,Strawberry Cream,4.4375
2291,Purple Cookies,4.4375
902,Lemon Icing,4.4375
5348,Habibi,4.4375
4143,SC Slimer,4.4375
7371,OCA’s Cloud 9,4.4375
5063,Spiked Mai Tai,4.4375
788,Cotton Purple Chem,4.4375
1818,Yellow Zushi,4.4375
2153,Pink Pineapple,4.4375
4014,Northern Lights,4.436320127625631
2783,Mimosa,4.436077057793345
5116,Tropical Runtz,4.435897435897436
5460,Platinum Cake,4.435897435897436
427,Cherry Cream Pie,4.435897435897436
511,Lemon Walker OG,4.435897435897436
2367,God's Gift,4.435823060188542
1806,Modified Grapes,4.435064935064935
55,Pineapple Chunk,4.434889434889435
491,Purple Papaya,4.434782608695652
3647,Purple Thai,4.434782608695652
6769,Purple Animal Cookies,4.434782608695652
2481,Mr Nasty,4.434782608695652
1176,Sumo Grande,4.434782608695652
6169,Lifesaver,4.433962264150943
2368,Pineapple Fields,4.433962264150943
8094,Sugar Plum,4.433333333333334
2078,Master Skunk,4.433333333333334
7303,Mafia Funeral,4.433333333333334
773,Dakini  Kush,4.433333333333334
5977,Grimace,4.432835820895522
3230,Mandarin Dreams,4.432624113475177
7033,Strawberry Mango Haze,4.432432432432432
3054,Kraken,4.432432432432432
2231,Malawi,4.432098765432099
5847,Alien OG,4.431836734693878
7866,White Siberian,4.431818181818182
3339,Lemon Bubble,4.431818181818182
5082,Neptune OG,4.431818181818182
7970,Milky Way,4.431818181818182
1741,Blue Afghani,4.431372549019608
3099,Jacky White,4.430769230769231
3997,Strawberry Amnesia,4.430232558139535
7009,OG Diesel Kush,4.43
3593,Sour Cookies,4.429577464788732
2263,Hawaiian Snow,4.429166666666667
4701,Lift Ticket,4.428571428571429
4290,Peach Maraschino,4.428571428571429
6567,Berry Runtz,4.428571428571429
4413,Purple Goat,4.428571428571429
1539,Richie Rich,4.428571428571429
7087,Baby Turtle,4.428571428571429
7030,Malibu Pure Kush,4.428571428571429
2509,Qush,4.428571428571429
8092,Candy Store,4.428571428571429
1915,Truffle Shuffle,4.428571428571429
7300,Shark Attack,4.428571428571429
2112,The Toad,4.428571428571429
7348,Cherry Durban Poison,4.428571428571429
6902,Viper City OG,4.428571428571429
7404,Alien Apparition,4.428571428571429
6070,Ballerz,4.428571428571429
1984,Frost Flakes,4.428571428571429
5943,Lime Purple Mist,4.428571428571429
2845,Blackberry Punch,4.428571428571429
7527,Lemon Lava,4.428571428571429
1462,Biker Le’Blanc,4.428571428571429
3331,Holy Moly,4.428571428571429
3991,White Zlushie,4.428571428571429
2251,Dark Helmet,4.428571428571429
2870,Dragon OG,4.428571428571429
1144,Dank Sinatra,4.428571428571429
2019,Watermelon Sorbet,4.428571428571429
3841,Firecracker,4.428571428571429
1497,Cookie Monster,4.428571428571429
2021,Cold Snap,4.428571428571429
1480,Cookie Face,4.428571428571429
3302,Gassy Taffy,4.428571428571429
2387,Dorit,4.428571428571429
6506,Black Lotus,4.428571428571429
4255,Spacewalker,4.428571428571429
3612,The Cube,4.428571428571429
6255,Diamond Runtz,4.428571428571429
2495,10th Planet,4.428571428571429
4191,Sophie's Punch,4.428571428571429
6948,Bubba Cheese Auto,4.428571428571429
5845,7 of 9,4.428571428571429
4481,Skunk Ape,4.428571428571429
1283,Cartel Cut,4.428571428571429
6162,Designer Runtz,4.428571428571429
7894,Bazooka Breath,4.428571428571429
706,Monkey Balls,4.428571428571429
1612,Fatso #2,4.428571428571429
1285,Wedding TK41,4.428571428571429
4883,Ace High,4.428571428571429
6148,Berry Bonds,4.428571428571429
2079,White Empress,4.428571428571429
2694,Gazzungas,4.428571428571429
4050,GSC,4.427195990503825
4057,Green Crack Extreme,4.426666666666667
7693,Timewreck,4.426573426573427
6279,Dark Star,4.42560553633218
7745,Orange Blossom,4.425531914893617
5315,GMO Z,4.425531914893617
8286,Chemo,4.425101214574899
3137,Mandarin Temple,4.424242424242424
8276,OG Cheese,4.424242424242424
8197,Egg Roll,4.423076923076923
4295,Peyote Critical,4.423076923076923
7721,Dark Blue Dream,4.422535211267606
8237,Cali Gold,4.422535211267606
215,Training Day,4.422535211267606
6913,Grape Inferno,4.422222222222222
1975,Super Sour Skunk,4.421875
1627,Liberty Haze,4.421568627450981
5744,Carl Sagan,4.421052631578948
2799,Big Sky OG,4.421052631578948
3762,Lucy,4.421052631578948
1221,Gorilla Cheese,4.421052631578948
1178,Pink Mango,4.421052631578948
4283,Gelonade,4.421052631578948
395,Snow Montana,4.421052631578948
451,White Elephant,4.421052631578948
1111,Piff,4.421052631578948
7068,Z Cube,4.421052631578948
1559,Wet Dream,4.420454545454546
4196,Rug Burn OG,4.419847328244275
2939,Master OG,4.419354838709677
338,Chem D.O.G.,4.419354838709677
1154,Purple Hashplant,4.419354838709677
4566,Jamaican Dream,4.419047619047619
3708,C4,4.419047619047619
1808,Critical Kush,4.418604651162791
5971,SPK,4.418181818181818
1114,Colorado Chem,4.418181818181818
3367,Hemlock,4.417910447761194
5106,LA OG,4.417721518987342
10,Midnight,4.417391304347826
3946,Omega Dawg,4.416666666666667
3943,White Smurf,4.416666666666667
3820,Mellowz,4.416666666666667
3306,CBD Mango Haze,4.416666666666667
4610,Jellysickle,4.416666666666667
3336,Yellow Roses,4.416666666666667
6735,Pinky's Advice,4.416666666666667
6779,Marley's Collie,4.416666666666667
2234,Chocolate Grape Diesel,4.416666666666667
5327,Citral Skunk,4.416666666666667
4857,Chocolate Glue,4.416666666666667
3131,Orange Cream,4.416666666666667
4528,Frosties,4.416666666666667
6897,Golden Strawberry,4.416666666666667
787,Poison Fruit,4.416666666666667
7332,Go Time,4.416666666666667
6176,Purple Pinecone,4.416666666666667
5787,Hitchhiker,4.416666666666667
7943,OCD,4.416666666666667
5339,Grandpa's Cookies,4.416666666666667
1710,Pineapple Cookies,4.416666666666667
5622,Sour Chillz,4.416666666666667
3534,Colombian Mojito,4.416666666666667
3559,Menage,4.416666666666667
2558,Blueberry Slushie,4.416666666666667
1328,Sour Haze,4.415730337078652
310,3X Crazy,4.415094339622642
5398,Maple Leaf Indica,4.415094339622642
8474,Pheno 51,4.415094339622642
4809,Granddaddy Purple,4.414910571985125
1696,Cherry On Top,4.414634146341464
7084,Jungle Juice,4.414634146341464
2519,Lavender Jones,4.414448669201521
5498,Sherblato,4.414414414414415
2190,Pineapple Upside Down Cake,4.413953488372093
3942,Mango Sherbert,4.413793103448276
3598,Fruity Chronic Juice,4.413043478260869
8209,Creme Brulee,4.413043478260869
6751,Tropicali,4.413043478260869
1358,LA Pop Rocks,4.412698412698413
7646,Clementine,4.4125
544,Chocolate Skunk,4.411764705882353
1177,Apple Sherbet,4.411764705882353
2061,Sunset Runtz,4.411764705882353
2236,Pine Soul OG,4.411764705882353
4797,Bermuda Triangle,4.411764705882353
687,Sasquatch,4.411764705882353
2253,Cherries Jubilee,4.411764705882353
8299,Blueberry Pie,4.41044776119403
5020,Kimbo Kush,4.410358565737051
7314,Purple Raine,4.410256410256411
2065,J1,4.409861325115562
1529,Mother’s Finest,4.409090909090909
5782,Supernatural,4.409090909090909
3393,Aloha Limone,4.409090909090909
8072,TJ's CBD,4.409090909090909
6590,Presidential OG,4.407407407407407
3998,Purple Milk,4.407407407407407
2461,Confidential Cheese,4.406896551724138
1562,Viper,4.406779661016949
5270,Sour Pebbles,4.406779661016949
236,Marmalade,4.40625
