,name,averageRating
5057,Secret Formula,4.704545454545454
5299,RudeBoi OG,4.704347826086956
1640,Strawberries and Cream,4.704225352112676
1133,Grand Hindu,4.703703703703703
1845,Pootie Tang,4.703703703703703
39,Potato Runtz,4.703703703703703
6896,Sour Sunset,4.703703703703703
6231,Cheesecake,4.703125
1973,Strawberry Gelato,4.702702702702703
1118,Jenny Kush,4.702127659574468
6450,Tropical Cherry,4.702127659574468
8467,Sour Patch Kiss,4.702127659574468
4523,Grape Jelly,4.701754385964913
675,Rolls Choice,4.701492537313433
492,Tesla Tower,4.7
2663,Pink 2.0,4.7
1493,Crown Royale,4.7
3860,Zsweet Insanity,4.7
3051,Liquid Imagination,4.7
5955,Sunshine Kush,4.7
3350,Maui Citrus Punch,4.7
7525,Runtz 33,4.7
7849,Tropical OG,4.7
6791,More Cowbell,4.7
7275,Hidden Pastry,4.7
1238,Purple Cake Batter,4.7
4541,Sour 91 Pie,4.7
3125,Little Dragon,4.7
2139,Solomon Grundy,4.7
2137,Bloo's Kloos,4.7
6617,LA Kookies,4.7
2313,Skilatti,4.7
2265,Kali Dog,4.7
589,Sherbet Cookies,4.7
4769,Dark Phantom,4.7
5714,Delta Diamonds,4.7
2920,Sweet Pink Grapefruit,4.7
4783,Cherry Cake,4.7
8435,Burmese Mimosa,4.7
5182,Modified Bananas,4.69811320754717
5609,Orange Herijuana,4.69811320754717
5377,Triple Burger,4.697674418604652
5456,Electric Lemonade,4.696969696969697
1848,Blanco,4.696969696969697
6129,Wedding Driver,4.695652173913044
1440,MAC NH3,4.695652173913044
3802,Stoopid Fruits,4.695652173913044
5422,Pink Gas,4.695652173913044
3484,Blue Burst,4.695652173913044
2857,OG Glue Sniffer,4.695652173913044
7931,French Toast,4.695652173913044
717,Fish Scale,4.695652173913044
5035,Crater Lake,4.694444444444445
5203,Pink Champagne,4.693333333333333
4521,Whitewalker OG,4.692982456140351
5217,Blackberry Dream,4.692307692307693
1246,Carbon Fiber,4.692307692307693
1554,Lemon Bananas,4.692307692307693
3824,White Girl,4.692307692307693
8428,Puro Loco,4.692307692307693
7678,Glitter Apples,4.692307692307693
3058,Old Growth OG,4.692307692307693
4671,Sugar Berry Scones,4.692307692307693
2643,Blackberry Bubble,4.692307692307693
6786,Apes In Space,4.692307692307693
6782,White Harmony,4.692307692307693
4334,Juice Box,4.692307692307693
3034,Orange Cookie Chem,4.692307692307693
6803,Four Way,4.692307692307693
7020,Petrol Pine,4.692307692307693
3927,Magic Marker,4.692307692307693
5538,Pancake Ice,4.692307692307693
6323,Dirty Kush Breath,4.692307692307693
1996,LAPD,4.692307692307693
4669,Y Griega,4.691176470588236
509,Singapore Sling,4.690476190476191
4940,Blueberry AK,4.688888888888889
1488,Balla Berries,4.688888888888889
6230,Satellite OG,4.6875
4898,Strawberry Cookies,4.6875
4663,Bazooka Joe G,4.6875
5400,Blue Cinex,4.6875
6601,Super Sherb,4.6875
2115,Atomic,4.6875
768,Oregon Pinot Noir,4.6875
4520,Ray Charles,4.6875
8259,Slazerbeam,4.6875
420,Future #1,4.6875
1970,Titty Sprinkles,4.6875
8025,Gobbstopper,4.686274509803922
4245,Wellness OG,4.685714285714286
7246,Mt. Hood Magic,4.685393258426966
4175,Royal Highness,4.684931506849315
3102,Poochie Love,4.684210526315789
2821,Banana Peel,4.684210526315789
1214,London Jelly,4.684210526315789
6654,Halle Berry,4.684210526315789
5239,Pac Man,4.684210526315789
3001,Peppermint Cookies,4.684210526315789
7641,Nightmare OG,4.684210526315789
6592,Arjan's Ultra Haze #1,4.684210526315789
3563,Candy Fumez,4.684210526315789
124,South Beach,4.683333333333334
4257,Cement Shoes,4.682926829268292
3207,Gelateria,4.681818181818182
6560,Cherry Blossom,4.681818181818182
6671,Gas Monkey,4.681818181818182
1290,Cookie Glue,4.681818181818182
7465,Cluster Funk,4.681818181818182
4329,Gutbuster,4.681818181818182
1626,Zlushi,4.681818181818182
5297,Piescream,4.681818181818182
344,Mandarin Sunset,4.680555555555555
6607,Thai Lights,4.68
3235,Purple MAC,4.68
4946,Dosi-Woah! R1,4.68
1751,Blue Dot,4.68
8004,Pinkman Goo,4.68
2161,Sin City Kush,4.68
5592,Lost Cause,4.68
8051,Strawberry Guava,4.679611650485437
368,Gucci OG,4.679012345679013
1359,Road Dawg,4.678571428571429
4939,London Mints,4.67741935483871
6993,Blue Monster,4.67741935483871
4634,Sour Bubba,4.67741935483871
2105,Sour Dubb,4.67741935483871
6435,Wookies,4.676923076923077
7410,Commerce City Kush,4.676470588235294
4476,SnowLAnd,4.676056338028169
5702,Fatso,4.675925925925926
3084,Sour Blueberry,4.675675675675675
2775,UltraViolet OG,4.675675675675675
8347,Primus,4.675213675213675
3061,Baklava,4.675
3582,Kitchen Sink,4.674157303370786
6014,Narnia,4.673913043478261
3954,White Durban,4.673469387755102
2752,Booger,4.673469387755102
3831,Kurple Fantasy,4.672131147540983
3287,Green Line OG,4.67175572519084
2439,El Chapo OG,4.670731707317073
2708,Duct Tape,4.669950738916256
1248,Lime Skunk,4.669117647058823
4885,Gasoline Zest,4.666666666666667
6577,Pumpkin Spice,4.666666666666667
6570,Tangerine Cookies,4.666666666666667
1199,Do-Over OG,4.666666666666667
3561,Epsilon F1,4.666666666666667
2262,Alpha Express,4.666666666666667
8218,White Rainbow,4.666666666666667
192,Joker's Web,4.666666666666667
3644,Patti Cake,4.666666666666667
3638,Princess’s Tiara,4.666666666666667
2925,Mochiesel,4.666666666666667
6170,CloudCap,4.666666666666667
5802,Blizzard Berry,4.666666666666667
5778,Wembley,4.666666666666667
7608,Artificial Red,4.666666666666667
592,Dawg Breath,4.666666666666667
581,Purple Roze,4.666666666666667
4717,Sour Heads,4.666666666666667
8167,Fred Flipn’ Stoned,4.666666666666667
227,Watermelon Hashplant,4.666666666666667
7487,Strawberry Fruit Pebbles,4.666666666666667
1742,Fireball,4.666666666666667
8282,Kirkwood OG,4.666666666666667
3111,Wedding Sunset,4.666666666666667
5841,Juicy Berry,4.666666666666667
8145,503 Wifi,4.666666666666667
3735,Cream And Sugar,4.666666666666667
3716,Honeydew Boba,4.666666666666667
2914,Key Lime Remedy,4.666666666666667
2913,Afghanimal,4.666666666666667
8176,Cosmic Candy,4.666666666666667
2354,Apple Betty,4.666666666666667
4700,Zero Gravity,4.666666666666667
4695,Future x Dosi,4.666666666666667
2364,Mean Mug,4.666666666666667
5224,Dark Rainbow 2.0,4.666666666666667
5212,Double Purple Doja,4.666666666666667
7322,DNA Cake,4.666666666666667
1301,Starwalker,4.666666666666667
7659,Blue Raspberry Snow Cone,4.666666666666667
552,Vietnamese Bubba,4.666666666666667
4643,Frosted Fruit Cake,4.666666666666667
1022,Double Gum,4.666666666666667
1020,White Cherry Pie,4.666666666666667
6858,Powderhound,4.666666666666667
5830,Triple OG,4.666666666666667
5820,Road Trip,4.666666666666667
564,Apple Crisp,4.666666666666667
1031,Double Stuffed,4.666666666666667
5856,Cindy Haze,4.666666666666667
5848,Melon Cake,4.666666666666667
1641,Hell Monkey,4.666666666666667
6602,Royal ACDC,4.666666666666667
8123,Frosty Jesus,4.666666666666667
8119,Wedding Mints #11,4.666666666666667
258,Captain Kush,4.666666666666667
3760,Lem Chem,4.666666666666667
5009,Spliff’s Strawberry,4.666666666666667
755,Blob OG,4.666666666666667
751,Cake Walk,4.666666666666667
2069,Angel OG,4.666666666666667
1792,Cara Cara,4.666666666666667
1786,Diablo Wind,4.666666666666667
5554,Jackpot,4.666666666666667
5550,Mendo Queen,4.666666666666667
5548,Nigerian Mint,4.666666666666667
540,Blue Gushers,4.666666666666667
4582,QuickSilver,4.666666666666667
6813,Tequila Sunrise,4.666666666666667
6794,GMO Runtz,4.666666666666667
6793,Ginger Tea,4.666666666666667
3770,Goat Head,4.666666666666667
2879,Spumoni,4.666666666666667
2876,Larry Lovestein,4.666666666666667
265,Oatmeal Cookies,4.666666666666667
8073,Hawaiian Snowcone,4.666666666666667
274,Drizella,4.666666666666667
3401,Goldwing,4.666666666666667
5499,Green Chem,4.666666666666667
892,Six Shooter,4.666666666666667
1986,Cloud Chaser,4.666666666666667
4876,Otto #1,4.666666666666667
7574,Kacklesnatch,4.666666666666667
640,Royal Haze,4.666666666666667
639,Little Tokyo,4.666666666666667
7340,Jelly Mints,4.666666666666667
5177,Miracle Whip,4.666666666666667
5168,707 Truthband,4.666666666666667
6369,Super  Chronic,4.666666666666667
6358,Blue Mints,4.666666666666667
6539,Lemon Brulee,4.666666666666667
8349,Huckleberry Web,4.666666666666667
5707,Mother of All Cherries,4.666666666666667
6961,HB,4.666666666666667
86,Crystalberry,4.666666666666667
268,Dementia,4.666666666666667
7712,Cindy's Slurry,4.666666666666667
1588,East Cake,4.666666666666667
5920,777,4.666666666666667
5903,Oishii,4.666666666666667
5883,Rainbow Gak,4.666666666666667
5872,Tropical Breeze,4.666666666666667
1632,Monkey Banana,4.666666666666667
4565,Street Heat,4.666666666666667
2445,Candy Apple Kush,4.666666666666667
2846,Umami Butter,4.666666666666667
2842,Dumb Gas,4.666666666666667
2839,Ruby Red,4.666666666666667
530,Milkshake Grenade,4.666666666666667
522,Orange Peel,4.666666666666667
4505,Raise Hell,4.666666666666667
6635,Gushlato,4.666666666666667
6086,King Musa,4.666666666666667
8065,Cookie Dos,4.666666666666667
206,Jesse's Girl,4.666666666666667
6706,Strawberry Tart,4.666666666666667
2463,Prenup,4.666666666666667
501,Moondance,4.666666666666667
5898,Hell On Wheels,4.666666666666667
84,Triangle Larry,4.666666666666667
3385,Chem Pie OG,4.666666666666667
5465,Chocolate Cheesecake,4.666666666666667
1533,YEM OG,4.666666666666667
7145,Lemon Cream,4.666666666666667
7258,Purple Moby Dick,4.666666666666667
7257,Tropical Heat,4.666666666666667
5264,Zai Thai,4.666666666666667
4120,Wizard Gum,4.666666666666667
5546,Pacman,4.666666666666667
5544,Star Cookie,4.666666666666667
1901,Lennon,4.666666666666667
1753,Berry Blossom,4.666666666666667
7198,Twizzle Dance,4.666666666666667
147,Lilikoi,4.666666666666667
143,Kush Crasher,4.666666666666667
142,White Tygh Dream,4.666666666666667
8288,Mac Burger,4.666666666666667
4137,White Dream,4.666666666666667
1218,Dank Commander,4.666666666666667
3864,Chem Jack,4.666666666666667
6420,Whiteout,4.666666666666667
3314,Rainbow Cookie,4.666666666666667
1452,Gasoline Dreams,4.666666666666667
8,Gelato Dream,4.666666666666667
2471,Fatality,4.666666666666667
2469,Mandarin Skunk,4.666666666666667
4854,GMO Cake,4.666666666666667
4474,Tha Melon,4.666666666666667
4464,Killer Bees,4.666666666666667
6792,Orange Tree,4.666666666666667
4384,Cadillac Cookies,4.666666666666667
2220,Angel Cakes,4.666666666666667
7538,Scotty 2 Hotty,4.666666666666667
1072,Alien Grapevine,4.666666666666667
1071,Pineapple Whip,4.666666666666667
1602,Birthday Runtz,4.666666666666667
1590,Coma,4.666666666666667
2485,Boppers,4.666666666666667
2507,Field Trip,4.666666666666667
4426,Flavour Pack,4.666666666666667
4418,Screaming Eagle,4.666666666666667
2808,Cake Bake,4.666666666666667
474,Street Tarts,4.666666666666667
4348,Code Red,4.666666666666667
2541,Badazz Cheese,4.666666666666667
641,Secret Triangle,4.666666666666667
4404,Raspberry Glue,4.666666666666667
7731,Grape Guava,4.666666666666667
7724,ErdPurt,4.666666666666667
7716,Burkel,4.666666666666667
512,Banana Cough,4.666666666666667
8228,Blue Dragon Desert Frost,4.666666666666667
502,Florida Purple,4.666666666666667
1216,Bored Ape,4.666666666666667
710,5 Star,4.666666666666667
2116,Orange Drizzle,4.666666666666667
7431,Melon OG,4.666666666666667
699,Big Dipper,4.666666666666667
2988,Caramelitos,4.666666666666667
6999,Velvet Glove #1,4.666666666666667
3603,Race Fuel OG,4.666666666666667
4052,Velvet Purps,4.666666666666667
4045,Cole Train,4.666666666666667
6314,Sour Face,4.666666666666667
6476,Eastside OG,4.666666666666667
4330,Face Off OG Bx1,4.666666666666667
4141,Banana Jelly,4.666666666666667
4324,Grease Bucket,4.666666666666667
1565,Honey Wine,4.666666666666667
3236,Platinum Candy,4.666666666666667
8484,Peel Out,4.666666666666667
628,Brian Berry Black Currant,4.666666666666667
6442,Pineapple Poison,4.666666666666667
107,Karma OG,4.666666666666667
4827,Cali Gas,4.666666666666667
4825,Hammer Time,4.666666666666667
4824,Mango Sapphire,4.666666666666667
2249,The Forbidden Candy,4.666666666666667
36,Orange Durban,4.666666666666667
1411,Deep Line Academy,4.666666666666667
2979,Pheno Grigio,4.666666666666667
2972,Lime Bars,4.666666666666667
8251,Blackberry Lime Haze,4.666666666666667
6075,Back to Banana,4.666666666666667
6260,Starry Night,4.666666666666667
6259,GMO Crasher,4.666666666666667
319,Dragon Candy,4.666666666666667
4376,Mendo Supremo,4.666666666666667
7773,Tokyo Snow,4.666666666666667
6238,Sky OG,4.666666666666667
5491,Gas OG,4.666666666666667
1853,Lemon Trill,4.666666666666667
4819,Pure Indica,4.666666666666667
5472,Ghostbreath,4.666666666666667
3351,Sherbadough,4.666666666666667
3170,Ripped Off Runtz,4.666666666666667
106,Kosher Choco Kush,4.666666666666667
4249,Goudaberry,4.666666666666667
6749,Day Wrecker,4.666666666666667
2784,Lilly,4.666666666666667
1315,Cheese and Chong,4.666666666666667
329,Miami Mango,4.666666666666667
5525,Zoom Pie,4.666666666666667
7268,Slyme Cookies,4.666666666666667
2269,Lemon Wookie Glue,4.666666666666667
1584,The White Angel,4.666666666666667
2549,Cherry Cobbler,4.666666666666667
2579,Platinum Calyx,4.666666666666667
6677,Violet Sky,4.666666666666667
6731,Monkey Business,4.666666666666667
6721,Snow Ryder,4.666666666666667
981,Pinkleberry,4.666666666666667
3027,Maui Original Glue,4.666666666666667
445,Pope Von Alien,4.666666666666667
3550,Candy Margy,4.666666666666667
3937,Skullcap,4.666666666666667
3933,Queen MB,4.666666666666667
5126,White Tara,4.666666666666667
3920,Voodoo Child,4.666666666666667
3909,Star Cookies,4.666666666666667
3072,Blueberry Muffin #4,4.666666666666667
3070,Sunkissed,4.666666666666667
1796,Alien ET,4.666666666666667
5569,Alien Mints,4.666666666666667
7411,The Cure,4.666666666666667
2058,Papaya Sorbet,4.666666666666667
7400,WSU,4.666666666666667
5081,Purple Lamborghini,4.666666666666667
1335,Petrol Station,4.666666666666667
1332,Legend of Nigeria,4.666666666666667
119,King's Stash,4.666666666666667
3474,Purple Mayhem,4.666666666666667
3473,Vanilla Latte,4.666666666666667
3088,Heatseeker,4.666666666666667
3455,Subway Scientist,4.666666666666667
6692,Clockwork Orange,4.666666666666667
1939,White Octane OG,4.666666666666667
5324,#9 Blackberry,4.666666666666667
3105,Acai Berry Gelato,4.666666666666667
7241,Shark Cake,4.666666666666667
828,Super G,4.666666666666667
820,Tina Danza,4.666666666666667
7226,Glazed N Confused,4.666666666666667
1955,Sugar Baby,4.666666666666667
1954,Florida OG,4.666666666666667
3995,Gorilla Banana,4.666666666666667
3964,Peach Flambe,4.666666666666667
3962,C Banana,4.666666666666667
3961,Banana MAC,4.666666666666667
6375,Terry T,4.666666666666667
2748,Shining Silver Haze,4.666666666666667
7843,AK-020,4.666666666666667
433,Sour Lemonade,4.666666666666667
6003,Strawberry Sorbet,4.666666666666667
1185,Strawberry Sugar,4.666666666666667
3955,Munson,4.666666666666667
357,Chef Kush,4.666666666666667
4024,Gorilla Grapes,4.666666666666667
4794,Mothertongue,4.666666666666667
5950,Chem Trails,4.666666666666667
7868,Anslinger,4.666666666666667
7861,Apple Gelato,4.666666666666667
2656,Mango Skunk,4.666666666666667
2652,Huckleberry Hound,4.666666666666667
2295,ZimZims,4.666666666666667
2622,Raspberry Tart,4.666666666666667
4198,Outlaw,4.666666666666667
6918,Udder Madness,4.666666666666667
7965,Tomahawk,4.666666666666667
7961,The Sauce,4.666666666666667
3676,Bloodwalker,4.666666666666667
4806,Banana Magic,4.666666666666667
1881,White Tahoe Glue,4.666666666666667
5347,Big Tooth,4.666666666666667
5344,Monolith,4.666666666666667
1262,Z Mints,4.666666666666667
6398,Moroccan Peaches,4.666666666666667
3341,Ginger Punch,4.666666666666667
2668,Lemon Gorilla Princess,4.666666666666667
6026,Cochino,4.666666666666667
4059,Velvet Breath,4.666666666666667
2318,Cannon Beach Cookies,4.666666666666667
8418,California Dream,4.666666666666667
2311,Peyton's Pie,4.666666666666667
2718,Tony Montana,4.666666666666667
2714,Russian Roulette,4.666666666666667
5765,Blue Gotti,4.666666666666667
2095,Lemon Cherry Fritter,4.666666666666667
2092,Pug's Breath,4.666666666666667
2085,Bone Collector,4.666666666666667
5059,Blackberry Gary,4.666666666666667
5047,Blueberry Crasher,4.666666666666667
5762,Double Krush,4.666666666666667
8426,Purple Starburst,4.666666666666667
3319,Hot Rod,4.666666666666667
6017,Diesel Drift,4.666666666666667
5754,High-C,4.666666666666667
1094,Lemon G13,4.666666666666667
4074,Satsuma,4.666666666666667
8400,Lantz,4.666666666666667
8479,Raider Kush,4.666666666666667
6452,Zlushiez,4.666666666666667
1097,Blackberry & Lemon,4.666666666666667
7135,Marathon OG,4.666666666666667
7130,Bombshell,4.666666666666667
8437,Anunnaki,4.666666666666667
5749,Fotia,4.666666666666667
5033,Raspberry Diesel,4.666666666666667
7584,Slap and Tickle,4.666666666666667
6983,Berry Bliss,4.666666666666667
4100,Blackberry Fire,4.666666666666667
2690,Iceberg,4.666666666666667
4895,33 Bananas,4.666666666666667
4086,Triangle Canyon,4.666666666666667
372,Crippy,4.666666666666667
5266,Black Runtz,4.665094339622642
1779,Blue Cookies,4.664540816326531
2416,Sour Joker,4.663865546218488
6835,White Gold,4.662790697674419
7634,Afternoon Delight,4.662337662337662
6005,Hurkle,4.662162162162162
7110,Baby Yoda,4.661538461538462
6910,Waffle Cone,4.661290322580645
2026,Cake Pop,4.658536585365853
3303,MAC #10,4.658536585365853
2372,Larry Bird,4.658536585365853
6065,Tyson,4.658227848101266
3660,Full Moon,4.657142857142857
1135,StarBud,4.65625
2410,Purple Hindu Kush,4.656028368794326
6949,Mule Fuel,4.655555555555556
1767,Dream 'n Sour,4.655172413793103
6984,Durban Berry,4.655172413793103
3197,Rainbow Cake,4.655172413793103
2305,Super Sour OG,4.655172413793103
4557,Endless Sky,4.655172413793103
3209,Dream Beaver,4.654545454545454
919,Member OG,4.654545454545454
6586,Slurty3,4.654545454545454
3394,Cherry Cola,4.654320987654321
3880,Legend OG,4.654135338345864
909,LA Ultra,4.653846153846154
2986,Sour Poison,4.653846153846154
7991,Cherry Zlushie,4.653846153846154
4910,Cereal a la Mode,4.653846153846154
2673,Ether,4.653846153846154
897,Silver Train,4.652173913043478
7530,Mac V2,4.652173913043478
3805,Lilac Cookies,4.652173913043478
7676,Martian Candy,4.651162790697675
7827,Star Tonic,4.651162790697675
3596,Hell Raiser OG,4.65
1182,Berries and Cream,4.65
2070,Larry Cake,4.65
1362,The Blood,4.65
8355,GMO Cookies,4.649956784788245
4467,Gas Mask,4.649122807017544
997,Blissful Wizard,4.648854961832061
1714,Zombie Kush,4.648648648648648
20,Mag Landrace,4.647887323943662
6137,Rose Gold Runtz,4.647058823529412
284,Oregon Noble,4.647058823529412
6919,Pink Sunset,4.647058823529412
2618,Sun King OG,4.647058823529412
4639,Van Helsing,4.647058823529412
596,Deep Chunk,4.647058823529412
2303,Forum Cut Cookies,4.647058823529412
337,Sundae Sunset,4.647058823529412
5589,Caramel Cream,4.647058823529412
769,Gas Candy,4.647058823529412
4810,Bacio Gelato,4.646341463414634
2285,Pineapple OG,4.645454545454546
2103,Chocolatina,4.645161290322581
3239,Dirty Sprite Breath,4.645161290322581
7430,Pink Runtz,4.645
269,Gelato Cake,4.644808743169399
813,Peyote Cookies,4.644628099173554
2096,Grape Cookies,4.644444444444445
438,Sticky Buns,4.644444444444445
5007,Chocolate Mint OG,4.644444444444445
398,Kong,4.64375
6213,Oil Spill,4.642857142857143
6636,Ruthless OG,4.642857142857143
4294,Pop Rocks,4.642857142857143
4304,Alchemy,4.642857142857143
5952,Peppermint Kush,4.642857142857143
653,Treasure Island,4.642857142857143
4851,Puta Breath,4.642857142857143
7120,Punch Cake,4.642857142857143
8361,Jamaican Lion,4.642857142857143
3140,Quin-N-Tonic,4.642857142857143
6027,Coffee Creamer,4.642857142857143
3403,Lemon Fire,4.642857142857143
6306,Tangie Sunrise,4.642857142857143
4947,Turtle Pie,4.642857142857143
2151,Blunicorn,4.641509433962264
3929,Mountaintop Mint,4.641025641025641
7972,Suver Haze,4.641025641025641
5937,Kobe OG,4.64
5705,Lemon Cake x SOGA,4.64
1236,Strawberry Cake,4.64
7328,Chunky Diesel,4.639344262295082
7685,GG4,4.639026176093721
7638,Chemmy Jones,4.638888888888889
8429,Super Sour Orange,4.638888888888889
7785,Captain Crunch,4.638888888888889
1102,Dream Star,4.638297872340425
2896,Tropicana Punch,4.638297872340425
5741,Aliens On Moonshine,4.638297872340425
4369,Middlefork,4.637795275590551
7856,Mac 1,4.636690647482014
8317,Rise ‘n’ Shine,4.636363636363637
5023,X-Files,4.636363636363637
6061,Moon Cookies,4.636363636363637
7456,Double Tap,4.636363636363637
2592,Maui Haole,4.636363636363637
5565,Tropical Burst,4.636363636363637
5094,Fat Billy,4.636363636363637
5019,Sherb Crasher,4.636363636363637
6331,Rainbows and Cherries,4.636363636363637
6319,Bitch Fuel,4.636363636363637
341,Zamaldelica,4.636363636363637
4125,Trophy Wife,4.636363636363637
7272,Glue Tech,4.636363636363637
358,Eugene Cream,4.636363636363637
5558,Kerala Krush,4.636363636363637
8325,Donuts,4.636363636363637
3348,Heaven Scent,4.636363636363637
5267,Lights Out,4.636363636363637
8151,Jawbreaker,4.636363636363637
4767,Concord Cream,4.636363636363637
4853,Ganesh Berry,4.636363636363637
4772,OZ Kush,4.636363636363637
8008,Solar Flare,4.636363636363637
1698,Megalodon,4.636363636363637
2393,Ill OG,4.636363636363637
5827,Candy Cream,4.636363636363637
2892,Bop Gun,4.636363636363637
2382,Cherry Lime Runtz,4.636363636363637
508,Ksmorz,4.636363636363637
2523,MAC #4,4.636363636363637
77,Sex Panther,4.636363636363637
8416,Do-Si-Pie,4.636363636363637
1136,Blue Moon Rocks,4.634782608695653
1410,Dosidos,4.634677419354839
5265,Blue Magic,4.634615384615385
5608,Pamelina,4.633333333333333
2449,Chem Scout,4.633333333333333
2032,Lucid Dream,4.633333333333333
5473,Grape Gasoline,4.633333333333333
7766,Kush Mints,4.633123689727463
1081,Alien Rock Candy,4.632786885245902
7157,Passion Fruit,4.63265306122449
3047,Black Cherry Punch,4.632075471698113
1980,Melted Strawberries,4.631578947368421
4609,Cream Soda,4.631578947368421
1265,Space Cream,4.631578947368421
7177,Chem Reserve,4.631578947368421
2928,Dread Bread,4.631578947368421
3766,Tahitian Punch,4.631578947368421
7720,Runtz Cake,4.631578947368421
6684,Me Time,4.631578947368421
7513,Biochem,4.631578947368421
1142,Gruntz,4.631578947368421
4494,Afghan Sour Kush,4.631578947368421
1768,Watermelon Gusherz,4.631578947368421
6571,Peach Ozz,4.631578947368421
4899,White Urkle,4.630952380952381
6018,Sunshine,4.630769230769231
708,Maui Bubble Gift,4.630434782608695
4600,Light of Jah,4.630434782608695
1616,Death Bubba,4.630272952853598
6265,Blackberry Cheesecake,4.62962962962963
7260,Frida,4.62962962962963
7049,Sonic Screwdriver,4.62962962962963
27,Bombsicle,4.62962962962963
819,Secret Cookies,4.62962962962963
7589,Inzane In The Membrane,4.62962962962963
5918,Gelato Cookies,4.62962962962963
1789,Blue God,4.629411764705883
3270,Garlic Breath,4.628930817610063
1243,Alien Cookies,4.628571428571429
8324,Mr. Clean,4.627906976744186
1266,Lime OG,4.627906976744186
2184,Blueberry Muffin,4.627530364372469
946,Crown OG,4.627450980392157
2104,Ayahuasca Purple,4.627450980392157
7813,Hazelnut Cream,4.627450980392157
3304,Crescendo RBx1,4.627450980392157
6277,Blue Nightmare,4.627450980392157
315,Buddha Haze,4.627450980392157
6582,Red Runtz,4.627450980392157
8029,Pure Afghan,4.627118644067797
7658,Green Lantern,4.626865671641791
3067,Durban Dawg,4.625
1112,Wild Cherry,4.625
1647,Strawberry Cherry Gelato,4.625
2487,Caramella,4.625
442,Coochie Runtz,4.625
6105,MAC Mints,4.625
532,Crystal Gayle,4.625
297,KO Kush,4.625
4527,9D4,4.625
7405,Ophelia,4.625
7370,Daily Grape,4.625
5388,Crazy Miss Hyde,4.625
3369,Blood Moon,4.625
808,Purple Punchsicle,4.625
6470,Purple Killer,4.625
5293,Afghan Widow,4.625
3503,Rollex OG Kush,4.625
1803,Dream Machine,4.625
4108,Red Pop Runtz,4.625
345,Pistachio,4.625
7877,Swamp Thing,4.625
3543,Berry Chill,4.625
2534,Formula One,4.625
7653,Haze Wreck,4.625
678,Waiting Game,4.625
6814,Blueberry Crumble,4.625
2118,Cali Jack,4.625
7516,Black Cherry Pie,4.625
4353,Blue Jay Way,4.625
5790,Crumbled Lime,4.625
1434,Garlic Glue,4.625
629,Great Aunt's Secret,4.625
3005,Pacific Frost,4.625
8269,Sherb Cream Pie,4.625
167,The Grape Gatsby,4.625
5857,Nana’s Fix,4.625
1166,Peach Mango,4.625
8283,Sunset Shortcake,4.625
6833,Brazil Amazonia,4.625
1606,Buckin Runtz,4.625
7781,Ricky Bobby OG,4.625
3688,Donut Shop,4.625
7789,Compound Z,4.625
6657,TK91,4.625
2795,Mag 91,4.625
4800,Nightcap,4.625
2349,Garlic Sherbet,4.625
1019,Killer Grape,4.625
7613,Snake Eyes,4.625
7614,Shawnee Hills,4.625
4747,Orange Cheddar,4.625
2949,Voyager #1,4.625
7159,NF1,4.625
2280,Space Cake,4.625
7211,Ringo's Gift,4.625
879,Candy Chrome,4.625
3152,Ocean Beach,4.625
3142,Ethiopian,4.625
4093,Forbidden TK41,4.625
197,Cookie Wreck,4.624
6555,Quantum Kush,4.623529411764706
4845,Fortune Cookies,4.623376623376624
5332,Space Runtz,4.623188405797102
7920,OG Skunk,4.623188405797102
4873,Motorbreath,4.62280701754386
607,Biker Kush,4.621621621621622
2792,Peanut Butter Souffle,4.621359223300971
5696,Stephen Hawking Kush,4.621212121212121
4820,Night Terror,4.620689655172414
1719,Casino Kush,4.620689655172414
1044,Deep Fried Ice Cream,4.620689655172414
8067,Fuel Biscuits,4.620689655172414
3154,Peanut Butter Cookies,4.620689655172414
1084,Alpha OG,4.62
3375,Red Congolese,4.619834710743802
7313,Blueberry Cookies,4.619791666666667
5519,Blueberry Yum Yum,4.619354838709677
6228,Blue Wreck,4.619047619047619
3999,Sour Cherry Sherbert,4.619047619047619
3548,VCDC,4.619047619047619
2878,3 Bears OG,4.619047619047619
1752,Star Pupil,4.619047619047619
3406,Washington Apple,4.619047619047619
1141,Cackleberry,4.619047619047619
123,American Dream,4.619047619047619
1541,Jelly Donutz,4.619047619047619
1183,Bad Apple,4.619047619047619
1784,Canna-Tsu,4.618811881188119
3922,Dogwalker OG,4.618343195266272
2632,Black Triangle,4.618181818181818
2736,Black Cherry Gelato,4.617647058823529
6079,Doc’s OG,4.617647058823529
3114,Scooby Snacks,4.6171875
4242,Sour Amnesia,4.6171875
1319,Dolato,4.617021276595745
5503,Gas Face,4.617021276595745
7496,Emerald OG,4.616666666666667
374,Purple Glue,4.615384615384615
3255,Grape Gushers,4.615384615384615
2691,Triple Cheese,4.615384615384615
80,The Wife,4.615384615384615
5967,Tokyo Sunset,4.615384615384615
5233,Oreo Cake,4.615384615384615
5218,Lemon Hash Diesel,4.615384615384615
3184,Jellie Cake,4.615384615384615
5567,Blackwater OG,4.615384615384615
2466,Deep Space,4.615384615384615
984,El Chapo,4.615384615384615
2717,Purple Dog Poop,4.615384615384615
1345,Scott's OG,4.615384615384615
1575,MAC and Jack,4.615384615384615
6052,Apple Tartz,4.615384615384615
